"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"ERX5991677","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678210","","86.11","1","300665","150332500","Niclosamide_20uM_T48h_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991676","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678209","","48.1","1","166446","83223000","Niclosamide_20uM_T48h_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991675","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678208","","76.74","1","274797","137398500","Niclosamide_20uM_T3h_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991674","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678207","","96.12","1","348844","174422000","Niclosamide_20uM_T3h_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991673","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678206","","0.13","1","147","73500","Niclosamide_20uM_T30_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991672","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678205","","0.14","1","180","90000","Niclosamide_20uM_T30_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991671","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678204","","98.15","1","347922","173961000","Niclosamide_20uM_T1h_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991670","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678203","","95.11","1","343882","171941000","Niclosamide_20uM_T1h_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991669","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678202","","0.48","1","1211","605500","Niclosamide_20uM_T15_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991668","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678201","","0.35","1","799","399500","Niclosamide_20uM_T15_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991667","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678200","","0.61","1","1599","799500","Niclosamide_20uM_T0_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991666","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678199","","0.37","1","869","434500","Niclosamide_20uM_T0_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991665","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678198","","62.05","1","208318","104159000","Metformin_5mM_T96h_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991664","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678197","","70.25","1","240998","120499000","Metformin_5mM_T96h_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991663","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678196","","72.84","1","246321","123160500","Metformin_5mM_T48h_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991662","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678195","","104.88","1","360825","180412500","Metformin_5mM_T48h_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991661","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678194","","94.38","1","336423","168211500","Metformin_5mM_T3h_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991660","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678193","","112.78","1","400015","200007500","Metformin_5mM_T3h_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991659","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678192","","0.28","1","615","307500","Metformin_5mM_T30_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991658","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678191","","0.22","1","422","211000","Metformin_5mM_T30_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991657","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678190","","91.84","1","321590","160795000","Metformin_5mM_T1h_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991656","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678189","","107.33","1","381913","190956500","Metformin_5mM_T1h_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991655","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678188","","0.39","1","964","482000","Metformin_5mM_T15_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991654","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678187","","0.57","1","1499","749500","Metformin_5mM_T15_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991653","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678186","","0.51","1","1294","647000","Metformin_5mM_T0_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991652","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678185","","0.59","1","1566","783000","Metformin_5mM_T0_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991651","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678184","","0.81","1","2198","1099000","InoculumMix_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991650","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678183","","0.73","1","1962","981000","InoculumMix_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991649","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678182","","53.18","1","177409","88704500","Control_T96h_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991648","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678181","","146.91","1","503452","251726000","Control_T96h_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991647","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678180","","88.58","1","297389","148694500","Control_T48h_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991646","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678179","","135.31","1","466143","233071500","Control_T48h_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991645","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678178","","108.16","1","387843","193921500","Control_T3h_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991644","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678177","","116.49","1","417270","208635000","Control_T3h_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991643","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678176","","0.13","1","163","81500","Control_T30_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991642","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678175","","0.09","1","43","21500","Control_T30_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991641","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678174","","98.51","1","339751","169875500","Control_T1h_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991640","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678173","","69.74","1","250606","125303000","Control_T1h_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991639","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678172","","0.57","1","1497","748500","Control_T15_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991638","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678171","","0.19","1","332","166000","Control_T15_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991637","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678170","","0.54","1","1370","685000","Control_T0_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991636","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678169","","0.39","1","924","462000","Control_T0_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991635","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678168","","102.99","1","347893","173946500","Chlorpromazine_20uM_T96h_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991634","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678167","","149.63","1","532197","266098500","Chlorpromazine_20uM_T96h_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991633","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678166","","115.61","1","394410","197205000","Chlorpromazine_20uM_T48h_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991632","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678165","","145.5","1","498006","249003000","Chlorpromazine_20uM_T48h_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991631","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678164","","111.57","1","407166","203583000","Chlorpromazine_20uM_T3h_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991630","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678163","","130.13","1","467063","233531500","Chlorpromazine_20uM_T3h_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991629","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678162","","0.1","1","81","40500","Chlorpromazine_20uM_T30_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991628","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678161","","0.16","1","260","130000","Chlorpromazine_20uM_T30_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991627","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678160","","137.67","1","482384","241192000","Chlorpromazine_20uM_T1h_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991626","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678159","","93.17","1","332391","166195500","Chlorpromazine_20uM_T1h_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991625","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678158","","0.56","1","1458","729000","Chlorpromazine_20uM_T15_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991624","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678157","","0.47","1","1196","598000","Chlorpromazine_20uM_T15_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991623","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678156","","1.05","1","2936","1468000","Chlorpromazine_20uM_T0_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991622","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678155","","0.57","1","1503","751500","Chlorpromazine_20uM_T0_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991621","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678154","","1.65","1","4767","2383500","Transfer3_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991620","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678153","","0.73","1","1998","999000","Transfer3_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991619","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678152","","0.52","1","1317","658500","Transfer2_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991618","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678151","","1.21","1","3459","1729500","Transfer2_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991617","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678150","","1.04","1","3000","1500000","Transfer1_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991616","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678149","","1.17","1","3294","1647000","Transfer1_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991615","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678148","","0.61","1","1596","798000","Niclosamide_20uM_T96h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991614","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678147","","0.63","1","1662","831000","Niclosamide_20uM_T96h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991613","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678146","","0.79","1","2137","1068500","Niclosamide_20uM_T48h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991612","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678145","","0.74","1","1989","994500","Niclosamide_20uM_T48h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991611","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678144","","0.9","1","2480","1240000","Niclosamide_20uM_T3h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991610","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678143","","0.87","1","2432","1216000","Niclosamide_20uM_T3h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991609","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678142","","0.82","1","2249","1124500","Niclosamide_20uM_T30_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991608","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678141","","1.15","1","3297","1648500","Niclosamide_20uM_T30_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991607","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678140","","0.78","1","2112","1056000","Niclosamide_20uM_T1h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991606","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678139","","0.69","1","1869","934500","Niclosamide_20uM_T1h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991605","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678138","","0.78","1","2129","1064500","Niclosamide_20uM_T15_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991604","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678137","","0.65","1","1709","854500","Niclosamide_20uM_T15_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991603","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678136","","1.04","1","2951","1475500","Niclosamide_20uM_T0_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991602","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678135","","3.77","1","12800","6400000","Niclosamide_20uM_T0_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991601","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678134","","0.57","1","1486","743000","Metformin_5mM_T96h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991600","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678133","","0.62","1","1631","815500","Metformin_5mM_T96h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991599","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678132","","0.57","1","1489","744500","Metformin_5mM_T48h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991598","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678131","","0.67","1","1807","903500","Metformin_5mM_T48h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991597","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678130","","0.83","1","2276","1138000","Metformin_5mM_T3h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991596","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678129","","0.43","1","1068","534000","Metformin_5mM_T3h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991595","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678128","","1.08","1","3048","1524000","Metformin_5mM_T30_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991594","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678127","","0.89","1","2498","1249000","Metformin_5mM_T30_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991593","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678126","","0.81","1","2236","1118000","Metformin_5mM_T1h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991592","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678125","","0.66","1","1766","883000","Metformin_5mM_T1h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991591","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678124","","0.79","1","2162","1081000","Metformin_5mM_T15_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991590","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678123","","0.65","1","1736","868000","Metformin_5mM_T15_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991589","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678122","","0.69","1","1843","921500","Metformin_5mM_T0_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991588","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678121","","0.64","1","1720","860000","Metformin_5mM_T0_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991587","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678120","","1.14","1","3223","1611500","InoculumMix_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991586","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678119","","0.75","1","2005","1002500","InoculumMix_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991585","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678118","","0.63","1","1677","838500","Control_T96h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991584","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678117","","0.23","1","458","229000","Control_T96h_runA_r1","AMPLICON","METAGENOMIC","PCR"
