A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,A_AAA,A_AAC,A_AAG,A_AAT,A_ACA,A_ACC,A_ACG,A_ACT,A_AGA,A_AGC,A_AGG,A_AGT,A_ATA,A_ATC,A_ATG,A_ATT,A_CAA,A_CAC,A_CAG,A_CAT,A_CCA,A_CCC,A_CCG,A_CCT,A_CGA,A_CGC,A_CGG,A_CGT,A_CTA,A_CTC,A_CTG,A_CTT,A_GAA,A_GAC,A_GAG,A_GAT,A_GCA,A_GCC,A_GCG,A_GCT,A_GGA,A_GGC,A_GGG,A_GGT,A_GTA,A_GTC,A_GTG,A_GTT,A_TAA,A_TAC,A_TAG,A_TAT,A_TCA,A_TCC,A_TCG,A_TCT,A_TGA,A_TGC,A_TGG,A_TGT,A_TTA,A_TTC,A_TTG,A_TTT,C_AAA,C_AAC,C_AAG,C_AAT,C_ACA,C_ACC,C_ACG,C_ACT,C_AGA,C_AGC,C_AGG,C_AGT,C_ATA,C_ATC,C_ATG,C_ATT,C_CAA,C_CAC,C_CAG,C_CAT,C_CCA,C_CCC,C_CCG,C_CCT,C_CGA,C_CGC,C_CGG,C_CGT,C_CTA,C_CTC,C_CTG,C_CTT,C_GAA,C_GAC,C_GAG,C_GAT,C_GCA,C_GCC,C_GCG,C_GCT,C_GGA,C_GGC,C_GGG,C_GGT,C_GTA,C_GTC,C_GTG,C_GTT,C_TAA,C_TAC,C_TAG,C_TAT,C_TCA,C_TCC,C_TCG,C_TCT,C_TGA,C_TGC,C_TGG,C_TGT,C_TTA,C_TTC,C_TTG,C_TTT,G_AAA,G_AAC,G_AAG,G_AAT,G_ACA,G_ACC,G_ACG,G_ACT,G_AGA,G_AGC,G_AGG,G_AGT,G_ATA,G_ATC,G_ATG,G_ATT,G_CAA,G_CAC,G_CAG,G_CAT,G_CCA,G_CCC,G_CCG,G_CCT,G_CGA,G_CGC,G_CGG,G_CGT,G_CTA,G_CTC,G_CTG,G_CTT,G_GAA,G_GAC,G_GAG,G_GAT,G_GCA,G_GCC,G_GCG,G_GCT,G_GGA,G_GGC,G_GGG,G_GGT,G_GTA,G_GTC,G_GTG,G_GTT,G_TAA,G_TAC,G_TAG,G_TAT,G_TCA,G_TCC,G_TCG,G_TCT,G_TGA,G_TGC,G_TGG,G_TGT,G_TTA,G_TTC,G_TTG,G_TTT,T_AAA,T_AAC,T_AAG,T_AAT,T_ACA,T_ACC,T_ACG,T_ACT,T_AGA,T_AGC,T_AGG,T_AGT,T_ATA,T_ATC,T_ATG,T_ATT,T_CAA,T_CAC,T_CAG,T_CAT,T_CCA,T_CCC,T_CCG,T_CCT,T_CGA,T_CGC,T_CGG,T_CGT,T_CTA,T_CTC,T_CTG,T_CTT,T_GAA,T_GAC,T_GAG,T_GAT,T_GCA,T_GCC,T_GCG,T_GCT,T_GGA,T_GGC,T_GGG,T_GGT,T_GTA,T_GTC,T_GTG,T_GTT,T_TAA,T_TAC,T_TAG,T_TAT,T_TCA,T_TCC,T_TCG,T_TCT,T_TGA,T_TGC,T_TGG,T_TGT,T_TTA,T_TTC,T_TTG,T_TTT,maximum_ORF_length,minimum_ORF_length,std_ORF_length,average_ORF_length,cv_ORF_length,maximum_GC_content_ORF,minimum_GC_content_ORF,std_GC_content_ORF,average_GC_content_ORF,cv_GC_content_ORF,fickett_score-ORF,fickett_score-full-sequence,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis
22,28,21,13,23,18,29,28,27,29,34,32,17,24,30,10,18,19,25,11,28,15,19,13,22,32,41,20,17,17,33,20,44,20,49,24,19,25,30,29,41,27,51,26,22,16,40,24,27,27,18,18,21,24,19,11,28,24,30,22,7,7,17,9,4,6,8,4,7,7,6,8,8,3,7,3,1,3,7,2,6,4,9,4,3,3,4,8,4,10,10,5,2,8,11,7,11,6,6,4,7,6,13,3,4,11,10,9,6,11,10,5,3,8,5,1,4,8,10,2,7,7,13,3,1,2,3,4,4,5,7,2,4,4,6,5,5,9,5,6,0,2,7,2,10,7,7,4,3,2,5,4,3,6,5,5,2,1,4,6,5,5,5,7,13,9,5,5,13,9,10,9,4,5,9,2,7,5,4,1,6,3,7,1,7,7,13,6,6,8,5,1,7,16,10,11,4,5,5,6,10,13,17,9,6,3,7,8,3,4,8,4,6,5,5,9,5,8,9,8,5,6,11,7,15,6,12,8,8,7,6,6,16,9,15,11,7,3,8,8,14,4,4,0,7,3,2,4,8,11,12,9,9,2,11,2,7,5,10,5,5,9,9,4,7,3,4,4,5,5,6,2,7,5,5,4,8,6,6,4,4,0,11,4,2,0,5,4,6,6,10,6,4,3,7,10,10,2,12,6,7,5,7,3,2,2,2,1,2,2,1,2,7,4,3,3,0,0,9,0,255,6,60.727588458623984,60.6,1.0021054201093067,58.333333333333336,22.22222222222222,8.565238955678595,49.51634578419641,0.17297800998902202,0.4817,0.33558,1535.0000000000036,1018.7478794139415,606019.0,57.015348183382805,0.33333333333333254,8.459103612669526,15449.952621286579,15454.987639383837,484.2848068578853,618.5393306456233,1018.7478794139415,1472.8760455477109,605961.9846518167,238856642.93350717,854.3367149020876,427.1683574510438,10.065115714193187,0.1002434376157469,0.27034331293975133
22,28,21,13,23,18,29,28,27,29,34,32,17,24,30,10,18,19,25,11,28,15,19,14,22,32,41,19,17,18,33,19,44,20,49,24,19,25,30,29,41,27,51,26,22,16,40,24,27,27,18,18,21,24,19,10,28,23,30,24,7,7,17,9,4,6,8,4,7,7,6,8,8,3,7,3,1,3,7,2,6,4,9,4,3,3,4,8,4,10,10,5,2,8,11,7,11,6,6,4,7,6,13,3,4,11,10,9,6,11,10,5,3,8,5,1,4,8,10,2,7,7,13,3,1,2,3,4,4,5,7,2,4,4,6,5,5,9,5,6,0,2,7,2,10,7,7,4,3,2,5,4,3,6,5,5,2,1,5,6,5,5,5,7,13,9,5,5,13,9,10,9,4,5,9,1,7,5,4,1,6,3,8,1,7,7,13,6,6,8,4,1,7,16,10,11,4,5,5,6,10,13,17,9,6,3,7,8,3,4,8,4,6,5,5,9,5,8,9,8,5,6,11,7,15,6,12,8,8,7,6,6,16,9,15,11,7,3,8,8,14,4,4,0,7,3,2,4,8,10,12,10,9,3,11,1,7,5,10,5,5,9,9,4,7,3,4,4,5,5,6,2,7,5,5,4,8,6,6,4,4,1,10,4,2,0,4,4,6,6,10,6,4,3,6,10,10,2,12,6,7,5,8,4,2,2,2,1,2,2,1,2,7,3,4,3,0,0,9,0,255,6,60.727588458623984,60.6,1.0021054201093067,58.333333333333336,22.22222222222222,8.534983352001571,49.462582343336194,0.17255434204298958,0.4817,0.33558,1535.000000000002,1023.5641237361147,606019.0,58.89137820520523,0.3333333333333329,8.46548085611006,15450.09410974574,15455.129173952975,476.0321751766847,629.4445253370961,1023.5641237361147,1475.385576322645,605960.1086217948,238861017.78357235,845.9410509855488,422.9705254927744,10.065207889085158,0.09930733223326056,0.26242582791948205
22,29,21,13,23,18,29,28,27,29,34,32,17,24,30,11,18,19,26,11,28,15,19,14,22,32,41,19,17,18,32,19,45,19,49,24,19,25,30,29,41,27,51,26,23,16,40,23,27,27,18,18,21,24,19,10,28,23,30,24,7,7,17,8,4,6,8,4,7,8,6,8,8,3,7,3,1,3,7,2,6,4,9,4,3,3,4,8,4,10,10,5,3,8,11,6,11,6,6,4,7,6,13,3,4,11,10,9,6,11,10,5,3,8,5,1,4,8,10,2,7,7,13,3,1,2,4,4,4,5,7,2,4,4,6,5,5,9,5,7,0,2,7,2,10,7,7,4,3,2,5,4,3,6,5,5,2,1,5,6,5,5,5,7,13,9,5,5,13,9,10,9,4,5,9,1,7,5,4,1,6,3,8,1,7,7,13,5,6,8,4,1,8,16,10,11,4,4,5,6,10,13,17,9,6,3,7,8,3,4,8,4,6,5,5,9,5,8,9,8,5,6,11,7,15,6,12,8,8,7,6,6,16,9,15,11,7,3,8,8,14,4,5,0,7,3,2,4,8,10,12,10,9,3,10,1,7,5,10,5,5,9,9,4,7,3,4,4,5,5,6,2,7,5,5,4,8,6,6,4,4,1,10,4,2,0,4,4,6,6,10,6,4,3,6,10,10,2,12,6,7,5,8,4,2,2,2,1,2,2,1,2,7,3,4,3,0,0,8,0,255,6,61.02622387138172,60.0,1.0171037311896953,58.333333333333336,22.22222222222222,8.51998420824581,49.60147123222508,0.17176878017099115,0.518,0.34944,1536.0000000000045,989.9424512212431,606942.0,72.97929488821924,0.33333333333333237,8.478326241994349,15468.717270672447,15473.75512043007,497.79249178076554,617.9126841436445,989.9424512212431,1502.162101326184,606869.0207051118,239437097.52703583,884.2494171825396,442.1247085912698,10.070779473094012,0.10590229413799808,0.2694307596017338
22,28,21,13,23,18,29,27,27,29,34,32,17,24,30,10,18,19,25,11,28,14,19,13,22,32,41,20,17,16,33,20,44,20,49,24,19,25,30,29,41,27,51,26,22,16,40,24,27,27,18,18,21,24,19,11,28,24,30,22,7,7,17,9,4,6,8,4,7,7,6,8,8,3,7,3,1,3,7,2,6,4,9,4,3,3,4,8,4,10,10,5,2,7,11,7,11,6,6,4,7,6,13,3,4,11,10,9,6,11,10,5,3,8,5,1,4,8,10,2,7,7,13,3,1,2,3,4,4,5,7,2,4,4,6,5,5,9,5,6,0,2,7,2,10,7,7,4,3,2,5,3,3,6,5,5,2,1,4,6,5,5,5,7,13,9,5,5,13,9,10,9,4,5,9,2,7,5,4,1,6,2,7,1,7,7,13,6,6,8,5,1,7,16,10,11,4,5,5,6,10,13,17,9,6,3,7,8,3,4,8,4,6,5,5,9,5,8,9,8,5,6,11,7,15,6,12,8,8,7,6,6,16,9,15,11,7,3,8,8,14,4,4,0,7,3,2,4,8,11,12,9,9,2,11,2,7,5,10,5,5,9,9,4,7,3,4,4,5,5,6,2,7,5,5,4,8,6,6,4,4,0,11,4,2,0,5,4,6,6,10,6,4,3,7,10,10,2,12,6,7,5,7,3,2,2,2,1,2,2,1,2,7,4,3,3,0,0,9,0,255,6,60.727588458623984,60.6,1.0021054201093067,58.333333333333336,22.22222222222222,8.565238955678595,49.51634578419641,0.17297800998902202,0.4817,0.33558,1532.0000000000025,1001.101089979441,603994.0,80.01862744515256,0.3333333333333328,8.451059760913285,15413.264222740101,15418.297125477577,475.6986422934376,623.381815351311,1001.101089979441,1474.2953237431395,603913.9813725549,237723886.2495101,850.9135083918285,425.45675419591424,10.060877429986995,0.10333286363260319,0.26281446566989713
22,28,21,13,23,18,29,27,27,29,34,32,17,24,30,10,18,19,25,11,28,14,19,14,22,32,41,19,17,17,33,19,44,20,49,24,19,25,30,29,41,27,51,26,22,16,40,24,27,27,18,18,21,24,19,10,28,23,30,24,7,7,17,9,4,6,8,4,7,7,6,8,8,3,7,3,1,3,7,2,6,4,9,4,3,3,4,8,4,10,10,5,2,7,11,7,11,6,6,4,7,6,13,3,4,11,10,9,6,11,10,5,3,8,5,1,4,8,10,2,7,7,13,3,1,2,3,4,4,5,7,2,4,4,6,5,5,9,5,6,0,2,7,2,10,7,7,4,3,2,5,3,3,6,5,5,2,1,5,6,5,5,5,7,13,9,5,5,13,9,10,9,4,5,9,1,7,5,4,1,6,2,8,1,7,7,13,6,6,8,4,1,7,16,10,11,4,5,5,6,10,13,17,9,6,3,7,8,3,4,8,4,6,5,5,9,5,8,9,8,5,6,11,7,15,6,12,8,8,7,6,6,16,9,15,11,7,3,8,8,14,4,4,0,7,3,2,4,8,10,12,10,9,3,11,1,7,5,10,5,5,9,9,4,7,3,4,4,5,5,6,2,7,5,5,4,8,6,6,4,4,1,10,4,2,0,4,4,6,6,10,6,4,3,6,10,10,2,12,6,7,5,8,4,2,2,2,1,2,2,1,2,7,3,4,3,0,0,9,0,255,6,60.727588458623984,60.6,1.0021054201093067,58.333333333333336,22.22222222222222,8.534983352001571,49.462582343336194,0.17255434204298958,0.4817,0.33558,1531.9999999999982,1006.522046624912,603994.0,60.15197220372339,0.33333333333333376,8.454232065658427,15413.396251313336,15418.429197162184,474.4012472490555,626.3896908881304,1006.522046624912,1500.6777088305973,603933.8480277963,237727958.90790334,874.2880179424669,437.14400897123346,10.060963610517854,0.10227686581345981,0.2659877895371714
23,28,21,13,23,19,29,26,28,29,34,32,17,25,29,10,18,19,25,11,28,14,19,14,22,32,41,19,17,17,33,18,44,19,50,25,19,25,30,29,41,27,51,26,22,16,39,24,27,27,18,18,21,23,19,10,28,23,29,24,7,6,19,9,4,5,9,5,7,7,6,8,8,3,7,3,1,3,7,2,6,4,9,4,4,3,4,8,4,10,10,5,2,7,11,6,12,6,6,4,7,6,13,3,4,11,10,9,6,11,10,5,3,8,5,1,4,9,10,2,7,7,12,3,1,2,4,3,4,5,7,2,4,4,6,5,5,9,5,6,0,2,7,2,10,7,7,4,3,2,5,3,3,6,5,5,2,1,5,6,5,5,5,7,13,9,5,5,13,9,10,9,4,5,9,1,7,5,4,1,6,2,8,1,7,7,13,6,6,7,4,1,7,16,10,11,4,5,5,5,11,13,17,9,6,4,7,8,3,4,8,4,6,5,5,9,5,8,9,8,5,6,11,7,15,6,12,8,8,7,6,6,16,9,15,11,7,3,8,8,14,4,4,0,7,3,2,4,8,9,12,10,9,3,10,2,7,5,10,5,5,9,9,4,7,3,4,4,5,5,6,2,7,5,5,4,7,6,6,4,4,1,10,4,2,0,4,4,6,6,10,6,4,3,6,10,10,2,12,5,7,5,8,4,2,2,2,1,2,1,1,2,7,4,4,4,0,0,9,0,255,6,60.727588458623984,60.6,1.0021054201093067,58.333333333333336,22.22222222222222,8.519690270127658,49.23951837027222,0.1730254590644274,0.4817,0.33558,1532.0000000000007,997.1870590355342,604220.0,41.94911411577573,0.3333333333333332,8.459315335274683,15419.378910967847,15424.413810338268,464.7903975721444,631.0265239024802,997.1870590355342,1494.4939826035927,604178.0508858842,237912541.3925539,863.4674587011125,431.73372935055625,10.064868740840627,0.10405340138260417,0.26887314263775386
22,28,21,13,23,18,29,27,27,30,34,31,16,24,30,11,18,19,26,10,28,14,19,14,22,32,42,20,17,17,32,19,44,20,49,24,19,26,30,29,40,27,52,26,24,15,40,23,27,27,18,18,21,24,19,10,28,23,29,24,7,7,17,8,4,6,8,4,7,7,6,8,8,3,7,3,1,3,7,2,6,4,9,4,3,3,4,8,3,10,11,5,3,7,11,6,11,6,6,4,7,7,13,3,4,11,10,9,6,10,10,5,3,8,4,1,4,8,10,2,7,7,13,3,1,2,4,4,4,5,7,2,4,4,6,5,5,9,5,7,0,2,7,1,10,7,7,4,3,2,5,3,3,6,5,5,2,1,5,6,5,5,5,7,13,9,5,5,13,9,11,9,4,5,9,2,7,5,4,1,6,2,8,1,7,7,13,5,6,8,4,1,7,16,10,11,4,5,5,6,10,13,17,9,6,3,7,8,3,4,8,4,6,5,6,9,5,8,9,8,5,6,11,7,15,6,12,7,8,7,6,6,16,9,15,12,7,3,8,8,14,4,6,0,7,3,1,4,8,10,12,10,9,3,10,1,7,5,10,5,5,9,9,4,7,3,4,4,5,5,6,2,7,5,5,4,8,6,6,4,4,1,10,4,2,0,4,4,6,6,10,6,4,3,6,10,10,3,11,5,7,5,8,4,2,2,2,1,2,2,1,2,7,3,4,3,0,0,8,0,255,6,61.02622387138172,60.0,1.0171037311896953,58.333333333333336,22.22222222222222,8.51998420824581,49.60147123222508,0.17176878017099115,0.4817,0.33558,1532.0000000000007,1007.0210501149331,604433.9999999999,58.582528196024136,0.3333333333333332,8.46347489082874,15424.93520245709,15429.971916126819,469.7866147152355,629.9588747065235,1007.0210501149331,1484.5353241140258,604375.4174718038,238084033.33246234,854.5764494075023,427.28822470375115,10.068495562961543,0.10210330409714302,0.25928567444617284
22,29,21,13,23,18,29,27,27,29,34,32,17,24,30,11,18,19,26,11,28,14,19,14,22,32,41,19,17,17,32,19,45,19,49,24,19,25,30,29,41,27,51,26,23,16,40,23,27,27,18,18,21,24,19,10,28,23,30,24,7,7,17,8,4,6,8,4,7,8,6,8,8,3,7,3,1,3,7,2,6,4,9,4,3,3,4,8,4,10,10,5,3,7,11,6,11,6,6,4,7,6,13,3,4,11,10,9,6,11,10,5,3,8,5,1,4,8,10,2,7,7,13,3,1,2,4,4,4,5,7,2,4,4,6,5,5,9,5,7,0,2,7,2,10,7,7,4,3,2,5,3,3,6,5,5,2,1,5,6,5,5,5,7,13,9,5,5,13,9,10,9,4,5,9,1,7,5,4,1,6,2,8,1,7,7,13,5,6,8,4,1,8,16,10,11,4,4,5,6,10,13,17,9,6,3,7,8,3,4,8,4,6,5,5,9,5,8,9,8,5,6,11,7,15,6,12,8,8,7,6,6,16,9,15,11,7,3,8,8,14,4,5,0,7,3,2,4,8,10,12,10,9,3,10,1,7,5,10,5,5,9,9,4,7,3,4,4,5,5,6,2,7,5,5,4,8,6,6,4,4,1,10,4,2,0,4,4,6,6,10,6,4,3,6,10,10,2,12,6,7,5,8,4,2,2,2,1,2,2,1,2,7,3,4,3,0,0,8,0,255,6,61.02622387138172,60.0,1.0171037311896953,58.333333333333336,22.22222222222222,8.51998420824581,49.60147123222508,0.17176878017099115,0.4817,0.33558,1533.0000000000002,988.6961468084336,604919.0,91.5785442008336,0.33333333333333326,8.467372559018928,15432.320693920276,15437.356530469362,462.9003344808269,616.9221224452987,988.6961468084336,1481.176903836311,604827.4214557991,238311976.64882508,864.2547813910124,432.1273906955062,10.066745397208267,0.10581114739392387,0.24965470423017225
43,52,52,29,50,61,63,40,45,68,78,62,28,32,57,22,67,26,42,29,28,39,45,27,61,48,74,55,29,27,48,27,75,52,81,34,43,46,60,42,92,52,85,67,58,35,87,39,66,44,51,39,23,37,32,37,42,33,54,31,32,22,37,22,10,11,17,5,15,17,11,9,10,18,15,9,6,8,8,7,12,14,12,12,9,16,24,11,19,9,18,17,9,7,17,7,15,10,12,8,16,16,23,13,12,23,21,22,14,9,20,19,8,8,7,5,9,9,9,5,17,12,18,10,6,7,6,3,18,14,22,13,3,10,9,4,9,11,15,7,8,7,12,2,9,6,9,4,10,7,12,10,16,6,15,8,6,2,16,3,25,12,17,7,9,10,20,9,16,8,20,30,13,10,24,8,12,7,6,4,7,7,8,5,19,10,10,9,8,2,10,7,22,21,24,8,7,19,14,12,15,23,31,12,11,8,13,2,4,10,18,11,11,14,12,9,17,9,21,13,7,8,19,8,36,18,23,15,10,12,16,14,25,19,26,15,19,8,22,18,27,8,14,9,9,10,8,8,30,16,21,20,13,7,14,5,16,14,21,15,10,8,11,15,7,16,15,13,9,10,14,6,8,6,5,4,9,13,10,5,10,3,14,5,8,9,16,4,14,10,10,8,6,6,9,12,7,12,21,14,5,8,12,6,15,5,9,3,4,9,4,5,11,6,10,10,5,6,6,5,129,6,36.18986221727261,47.41463414634146,0.7632635549939183,61.904761904761905,16.666666666666664,10.006066925760523,47.917587793388535,0.20881825205610868,0.4453,0.3044,3008.0000000000114,1953.206656151596,2329678.0,136.45035556186707,0.33333333333333204,11.883147875463893,42452.02334400564,42459.08162376911,960.1818338060596,1228.4266697595037,1953.206656151596,2913.7702703127866,2329541.549644438,1802773612.3338876,1685.3436005532828,842.6718002766414,14.113039675533736,0.07454014631771531,0.2596591251908191
41,51,54,29,45,62,65,41,47,63,79,67,28,33,56,24,64,24,43,30,26,36,41,24,58,45,75,56,34,26,50,27,74,54,81,34,46,41,61,42,92,52,77,68,59,36,79,41,68,47,52,39,23,38,34,35,46,30,51,30,34,23,37,20,9,11,16,5,13,17,12,9,10,17,16,11,6,8,8,7,10,14,11,10,10,15,25,11,20,8,18,19,9,7,17,8,15,11,12,9,15,14,22,12,15,21,21,22,15,10,21,21,9,8,6,5,9,9,10,5,18,11,17,10,7,7,7,3,16,14,22,12,2,8,9,5,10,10,15,8,8,7,12,3,8,3,10,5,7,7,12,10,16,5,13,7,6,2,13,3,24,12,16,6,7,10,19,9,15,9,21,30,15,10,23,8,12,7,9,6,8,7,6,5,20,9,11,10,9,3,9,6,21,21,24,8,8,19,15,12,15,23,30,13,12,8,13,1,6,10,18,12,10,12,12,7,20,6,20,15,7,7,19,9,37,16,23,16,11,11,16,14,24,19,23,11,19,9,22,18,27,9,14,9,10,10,9,7,25,15,20,19,15,8,13,5,18,15,22,13,10,10,13,14,8,16,15,13,9,10,13,7,7,6,5,5,9,13,10,6,8,4,15,7,8,8,16,3,13,12,13,8,6,6,6,12,7,12,19,13,5,8,12,5,15,7,9,3,5,9,5,4,12,5,8,12,5,6,4,5,123,6,34.878147988398005,46.23076923076923,0.7544358133929685,61.904761904761905,16.666666666666664,9.819476841405459,47.75121341946308,0.20563826839640278,0.4505,0.29572,2991.99999999999,1977.6925581891724,2302350.0,89.83884811886826,0.3333333333333345,11.871949861836566,42064.60842561119,42071.63970161945,955.2088636274317,1246.5386648920735,1977.6925581891724,2863.503672968368,2302260.1611518813,1770022867.182882,1616.9650080762945,808.4825040381472,14.059026880217692,0.0723392523863305,0.24399867880390555
41,51,54,28,44,61,65,41,49,64,78,67,28,33,56,25,64,24,43,30,26,36,42,24,58,45,75,56,34,25,50,27,75,55,81,34,46,41,62,42,92,51,77,67,58,36,78,42,67,47,52,39,23,38,34,35,46,30,51,30,34,24,37,20,9,11,16,5,13,16,13,9,10,17,16,11,6,7,8,7,9,15,11,9,10,15,24,11,20,8,18,19,9,7,17,8,16,12,12,9,15,14,23,12,16,21,20,21,15,10,21,21,9,8,6,5,9,9,10,5,18,11,17,10,7,8,7,3,17,14,22,11,2,8,9,5,10,10,15,8,7,7,12,4,8,3,10,5,7,7,12,10,16,6,13,7,6,2,13,3,24,12,16,6,7,10,19,9,15,9,21,30,15,10,23,8,12,7,9,6,7,7,6,5,20,9,11,10,9,3,9,6,21,21,24,9,8,19,16,12,15,23,30,13,12,8,13,1,6,10,18,12,10,12,12,7,20,7,20,15,7,7,19,9,37,16,23,16,11,11,15,14,24,19,23,11,19,9,21,18,27,8,14,9,10,10,9,7,25,14,20,19,15,8,13,6,17,15,22,13,10,10,13,14,8,16,15,13,9,10,13,7,7,6,5,5,9,12,11,6,9,3,15,7,8,8,16,3,13,12,13,8,6,6,6,12,7,12,19,13,5,8,12,5,15,7,9,3,5,10,5,4,12,5,8,12,5,6,4,5,123,6,34.878147988398005,46.23076923076923,0.7544358133929685,61.904761904761905,16.666666666666664,9.811525351495556,47.700252234898656,0.20569126769349044,0.4505,0.29572,2992.0000000000073,1970.948096102155,2302350.0,79.46889327892954,0.33333333333333254,11.87215372478668,42064.53765346768,42071.56891764607,954.2095132713443,1251.590137859025,1970.948096102155,2854.8141202311162,2302270.531106721,1770016911.1922433,1603.2239823720913,801.6119911860457,14.05900322642633,0.07282038226422867,0.24415106733424413
41,51,54,28,44,60,64,41,49,64,78,67,28,33,57,26,64,24,42,30,25,36,42,24,59,45,74,55,34,25,50,27,75,55,81,34,46,41,62,42,92,50,78,68,58,36,78,42,67,46,53,40,23,38,34,35,46,30,52,30,34,24,37,20,9,11,16,5,13,16,13,9,10,17,16,11,6,7,8,7,9,15,11,9,10,15,23,11,20,7,17,20,9,7,17,8,16,12,12,9,15,14,23,12,16,21,20,21,15,10,21,21,9,8,6,5,9,9,10,5,18,11,18,10,7,8,8,3,17,14,22,11,2,8,9,5,10,9,15,8,7,7,12,4,7,3,10,5,7,7,12,10,16,6,13,7,6,2,13,3,24,12,17,6,7,10,19,9,16,8,20,30,14,10,23,8,13,7,8,6,7,7,6,5,20,9,11,10,9,3,9,6,21,21,24,9,8,19,16,12,15,23,30,13,12,8,13,1,6,10,18,12,10,12,12,7,20,7,21,14,7,7,19,9,37,16,23,16,10,11,15,14,24,19,24,11,20,9,21,18,27,8,14,9,10,10,9,7,25,14,20,19,15,8,13,6,17,14,22,14,10,9,13,14,8,17,15,13,9,10,13,8,7,6,5,5,9,12,11,6,9,3,15,7,8,8,16,3,13,12,13,8,6,6,6,12,7,13,19,13,5,8,12,5,15,7,9,3,5,10,5,4,12,5,8,12,5,6,4,5,123,6,34.72052408733786,44.84615384615385,0.7742140877107927,61.904761904761905,16.666666666666664,9.779158025537129,47.652175311821736,0.205219551081251,0.4505,0.29572,2991.9999999999964,1974.8775801205034,2302704.0,80.78821596543408,0.33333333333333376,11.86629764310975,42070.85768082224,42077.890001419764,967.0465017066448,1260.8499595037993,1974.8775801205034,2876.5241497172537,2302623.2117840345,1770548826.9715815,1615.6741902134545,807.8370951067272,14.061115535034189,0.07252923823869241,0.2463525658440076
41,52,54,28,44,62,65,41,48,63,79,67,28,33,56,24,64,24,43,30,26,36,42,24,58,45,75,56,34,25,50,27,75,54,81,34,46,41,61,42,92,52,77,68,59,36,79,41,67,47,52,39,23,38,34,35,46,30,51,30,34,23,37,20,9,11,16,5,13,17,13,9,10,17,16,11,6,7,8,7,9,15,11,9,10,15,25,11,20,8,18,19,9,7,17,8,16,11,12,9,15,14,22,12,15,21,21,22,15,10,21,21,9,8,6,5,9,9,10,5,18,11,17,10,7,7,7,3,17,14,22,11,2,8,9,5,10,10,15,8,8,7,12,3,8,3,10,5,7,7,12,10,17,5,13,7,6,2,13,3,24,12,16,6,7,10,19,9,15,9,21,30,15,10,23,8,12,7,9,6,7,7,6,5,20,9,11,10,9,3,9,6,21,21,24,9,8,19,15,12,15,23,30,13,12,8,13,1,6,10,18,12,10,12,12,7,20,6,20,15,7,7,19,9,37,16,23,16,11,11,16,14,24,19,23,11,19,9,22,18,27,9,14,9,10,10,9,7,25,15,20,19,15,8,13,5,17,15,22,13,10,10,13,14,8,16,15,13,9,10,13,7,7,6,5,5,9,13,10,6,8,4,15,7,8,8,16,3,13,12,13,8,6,6,6,12,7,12,19,13,5,8,12,5,15,7,9,3,5,9,5,4,12,5,8,12,5,6,4,5,123,6,34.878147988398005,46.23076923076923,0.7544358133929685,61.904761904761905,16.666666666666664,9.819476841405459,47.75121341946308,0.20563826839640278,0.4505,0.29572,2992.0000000000086,1965.876728796931,2303010.0,91.16437819950008,0.33333333333333237,11.873590592944714,42076.551427131,42083.58469946214,962.8850988010363,1262.53739484812,1965.876728796931,2860.913332596253,2302918.8356218003,1771028101.1568038,1598.375937748133,799.1879688740665,14.06301852511059,0.07316117194015802,0.24477713446644964
